time_period,data_version,time_identifier,geographic_level,country_code,country_name,core_component,sex,grade,count,percent,cumulative_count,cumulative_percent
202324,Provisional,Academic year,National,E92000001,England,Design and Development for Engineering and Manufacturing,Male,Unclassified,11,2.1,514,100
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Female,Number of students,107,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Female,A,6,5.6,6,5.6
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Female,B,29,27.1,35,32.7
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Female,C,35,32.7,70,65.4
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Female,D,33,30.8,103,96.3
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Female,E,4,3.7,107,100
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Female,Unclassified,0,0,107,100
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Male,Number of students,572,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Male,A*,1,0.2,1,0.2
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Male,A,18,3.1,19,3.3
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Male,B,110,19.2,129,22.6
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Male,C,193,33.7,322,56.3
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Male,D,171,29.9,493,86.2
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Male,E,71,12.4,564,98.6
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",Male,Unclassified,8,1.4,572,100
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Female,Number of students,8,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Female,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Female,B,2,25,2,25
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Female,C,3,37.5,5,62.5
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Female,D,1,12.5,6,75
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Female,E,2,25,8,100
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Female,Unclassified,0,0,8,100
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Male,Number of students,27,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Male,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Male,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Male,B,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Male,C,5,18.5,5,18.5
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Male,D,6,22.2,11,40.7
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Male,E,16,59.3,27,100
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,Male,Unclassified,0,0,27,100
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Female,Number of students,96,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Female,A,7,7.3,7,7.3
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Female,B,21,21.9,28,29.2
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Female,C,33,34.4,61,63.5
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Female,D,26,27.1,87,90.6
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Female,E,7,7.3,94,97.9
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Female,Unclassified,2,2.1,96,100
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Male,Number of students,930,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Male,A*,2,0.2,2,0.2
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Male,A,29,3.1,31,3.3
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Male,B,131,14.1,162,17.4
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Male,C,338,36.3,500,53.8
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Male,D,305,32.8,805,86.6
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Male,E,113,12.2,918,98.7
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",Male,Unclassified,12,1.3,930,100
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Female,Number of students,21,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Female,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Female,B,2,9.5,2,9.5
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Female,C,10,47.6,12,57.1
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Female,D,6,28.6,18,85.7
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Female,E,3,14.3,21,100
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Female,Unclassified,0,0,21,100
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Male,Number of students,273,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Male,A*,2,0.7,2,0.7
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Male,A,7,2.6,9,3.3
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Male,B,42,15.4,51,18.7
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Male,C,74,27.1,125,45.8
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Male,D,88,32.2,213,78
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Male,E,55,20.1,268,98.2
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Male,Unclassified,5,1.8,273,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Female,Number of students,1447,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Female,A*,7,0.5,7,0.5
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Female,A,130,9,137,9.5
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Female,B,405,28,542,37.5
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Female,C,580,40.1,1122,77.5
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Female,D,270,18.7,1392,96.2
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Female,E,55,3.8,1447,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Female,Unclassified,0,0,1447,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Male,Number of students,83,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Male,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Male,A,4,4.8,4,4.8
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Male,B,15,18.1,19,22.9
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Male,C,37,44.6,56,67.5
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Male,D,18,21.7,74,89.2
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Male,E,9,10.8,83,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Male,Unclassified,0,0,83,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Female,Number of students,19,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Female,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Female,B,2,10.5,2,10.5
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Female,C,4,21.1,6,31.6
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Female,D,11,57.9,17,89.5
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Female,E,2,10.5,19,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Female,Unclassified,0,0,19,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Male,Number of students,154,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Male,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Male,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Male,B,11,7.1,11,7.1
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Male,C,36,23.4,47,30.5
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Male,D,68,44.2,115,74.7
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Male,E,34,22.1,149,96.8
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Male,Unclassified,5,3.2,154,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Female,Number of students,11,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Finance,Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Finance,Female,A,1,9.1,1,9.1
202324,Provisional,Academic year,National,E92000001,England,Finance,Female,B,2,18.2,3,27.3
202324,Provisional,Academic year,National,E92000001,England,Finance,Female,C,5,45.5,8,72.7
202324,Provisional,Academic year,National,E92000001,England,Finance,Female,D,3,27.3,11,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Female,E,0,0,11,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Female,Unclassified,0,0,11,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Male,Number of students,24,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Finance,Male,A*,1,4.2,1,4.2
202324,Provisional,Academic year,National,E92000001,England,Finance,Male,A,0,0,1,4.2
202324,Provisional,Academic year,National,E92000001,England,Finance,Male,B,4,16.7,5,20.8
202324,Provisional,Academic year,National,E92000001,England,Finance,Male,C,9,37.5,14,58.3
202324,Provisional,Academic year,National,E92000001,England,Finance,Male,D,8,33.3,22,91.7
202324,Provisional,Academic year,National,E92000001,England,Finance,Male,E,2,8.3,24,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Male,Unclassified,0,0,24,100
202324,Provisional,Academic year,National,E92000001,England,Health,Female,Number of students,953,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Health,Female,A,10,1,10,1
202324,Provisional,Academic year,National,E92000001,England,Health,Female,B,80,8.4,90,9.4
202324,Provisional,Academic year,National,E92000001,England,Health,Female,C,305,32,395,41.4
202324,Provisional,Academic year,National,E92000001,England,Health,Female,D,370,38.8,765,80.3
202324,Provisional,Academic year,National,E92000001,England,Health,Female,E,170,17.8,935,98.1
202324,Provisional,Academic year,National,E92000001,England,Health,Female,Unclassified,18,1.9,953,100
202324,Provisional,Academic year,National,E92000001,England,Health,Male,Number of students,81,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Male,A*,1,1.2,1,1.2
202324,Provisional,Academic year,National,E92000001,England,Health,Male,A,0,0,1,1.2
202324,Provisional,Academic year,National,E92000001,England,Health,Male,B,7,8.6,8,9.9
202324,Provisional,Academic year,National,E92000001,England,Health,Male,C,21,25.9,29,35.8
202324,Provisional,Academic year,National,E92000001,England,Health,Male,D,29,35.8,58,71.6
202324,Provisional,Academic year,National,E92000001,England,Health,Male,E,23,28.4,81,100
202324,Provisional,Academic year,National,E92000001,England,Health,Male,Unclassified,0,0,81,100
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Female,Number of students,51,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Female,A,1,2,1,2
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Female,B,3,5.9,4,7.8
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Female,C,19,37.3,23,45.1
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Female,D,14,27.5,37,72.5
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Female,E,12,23.5,49,96.1
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Female,Unclassified,2,3.9,51,100
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Male,Number of students,14,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Male,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Male,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Male,B,1,7.1,1,7.1
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Male,C,5,35.7,6,42.9
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Male,D,7,50,13,92.9
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Male,E,1,7.1,14,100
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Male,Unclassified,0,0,14,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Female,Number of students,29,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Female,A,1,3.4,1,3.4
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Female,B,3,10.3,4,13.8
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Female,C,7,24.1,11,37.9
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Female,D,10,34.5,21,72.4
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Female,E,7,24.1,28,96.6
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Female,Unclassified,1,3.4,29,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Male,Number of students,369,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Male,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Male,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Male,B,11,3,11,3
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Male,C,72,19.5,83,22.5
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Male,D,160,43.4,243,65.9
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Male,E,106,28.7,349,94.6
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Male,Unclassified,20,5.4,369,100
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Female,Number of students,362,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Female,A,8,2.2,8,2.2
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Female,B,56,15.5,64,17.7
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Female,C,134,37,198,54.7
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Female,D,117,32.3,315,87
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Female,E,45,12.4,360,99.4
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Female,Unclassified,2,0.6,362,100
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Male,Number of students,481,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Male,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Male,A,4,0.8,4,0.8
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Male,B,58,12.1,62,12.9
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Male,C,167,34.7,229,47.6
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Male,D,181,37.6,410,85.2
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Male,E,61,12.7,471,97.9
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,Male,Unclassified,10,2.1,481,100
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Female,Number of students,5,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Female,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Female,B,2,40,2,40
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Female,C,2,40,4,80
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Female,D,1,20,5,100
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Female,E,0,0,5,100
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Female,Unclassified,0,0,5,100
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,Number of students,133,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,A,1,0.8,1,0.8
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,B,9,6.8,10,7.5
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,C,31,23.3,41,30.8
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,D,58,43.6,99,74.4
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,E,33,24.8,132,99.2
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,Unclassified,1,0.8,133,100
202324,Provisional,Academic year,National,E92000001,England,Science,Female,Number of students,41,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Science,Female,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Science,Female,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Science,Female,B,4,9.8,4,9.8
202324,Provisional,Academic year,National,E92000001,England,Science,Female,C,4,9.8,8,19.5
202324,Provisional,Academic year,National,E92000001,England,Science,Female,D,19,46.3,27,65.9
202324,Provisional,Academic year,National,E92000001,England,Science,Female,E,13,31.7,40,97.6
202324,Provisional,Academic year,National,E92000001,England,Science,Female,Unclassified,1,2.4,41,100
202324,Provisional,Academic year,National,E92000001,England,Science,Male,Number of students,87,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Science,Male,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Science,Male,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Science,Male,B,3,3.4,3,3.4
202324,Provisional,Academic year,National,E92000001,England,Science,Male,C,21,24.1,24,27.6
202324,Provisional,Academic year,National,E92000001,England,Science,Male,D,30,34.5,54,62.1
202324,Provisional,Academic year,National,E92000001,England,Science,Male,E,29,33.3,83,95.4
202324,Provisional,Academic year,National,E92000001,England,Science,Male,Unclassified,4,4.6,87,100
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Number of students,200,z,z,z
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,A*,11,5.5,11,5.5
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,A,25,12.5,36,18
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,B,59,29.5,95,47.5
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,C,67,33.5,162,81
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,D,27,13.5,189,94.5
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,E,10,5,199,99.5
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Unclassified,1,0.5,200,100
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Number of students,331,z,z,z
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,A*,11,3.3,11,3.3
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,A,55,16.6,66,19.9
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,B,97,29.3,163,49.2
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,C,102,30.8,265,80.1
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,D,52,15.7,317,95.8
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,E,14,4.2,331,100
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Unclassified,0,0,331,100
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,Number of students,465,z,z,z
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,A*,25,5.4,25,5.4
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,A,77,16.6,102,21.9
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,B,147,31.6,249,53.5
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,C,141,30.3,390,83.9
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,D,65,14,455,97.8
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,E,10,2.2,465,100
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,Unclassified,0,0,465,100
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,Number of students,208,z,z,z
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,A*,0,0,0,0
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,A,2,1,2,1
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,B,14,6.7,16,7.7
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,C,37,17.8,53,25.5
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,D,73,35.1,126,60.6
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,E,75,36.1,201,96.6
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,Unclassified,7,3.4,208,100
202223,Revised,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Number of students,444,z,z,z
202223,Revised,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,A*,0,0,0,0
202223,Revised,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,A,14,3.2,14,3.2
202223,Revised,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,B,84,18.9,98,22.1
